Id,Source,Frequency
1,1,67.00746227100382
2,1,8.48528137423857
3,1,7.615773105863909
4,1,6.708203932499369
5,1,5.5677643628300215
6,1,5.5677643628300215
7,1,5.0990195135927845
8,1,5.0
9,1,4.898979485566356
10,1,4.898979485566356
11,1,4.795831523312719
12,1,4.69041575982343
13,1,4.58257569495584
14,1,4.358898943540674
15,1,4.358898943540674
16,1,4.358898943540674
17,1,4.242640687119285
18,1,4.242640687119285
19,1,4.242640687119285
20,1,4.242640687119285
21,1,4.242640687119285
22,1,4.123105625617661
23,1,4.123105625617661
24,1,4.123105625617661
25,1,4.123105625617661
26,1,4.123105625617661
27,1,4.123105625617661
28,1,4.123105625617661
29,1,4.123105625617661
30,1,4.123105625617661
31,1,4.0
32,1,4.0
33,1,4.0
34,1,4.0
35,1,4.0
36,1,4.0
37,1,3.872983346207417
38,1,3.872983346207417
39,1,3.872983346207417
40,1,3.872983346207417
41,1,3.872983346207417
42,1,3.872983346207417
43,1,3.7416573867739413
44,1,3.7416573867739413
45,1,3.7416573867739413
46,1,3.7416573867739413
47,1,3.7416573867739413
48,1,3.7416573867739413
49,1,3.7416573867739413
50,1,3.7416573867739413
51,1,3.7416573867739413
52,1,3.605551275463989
53,1,3.605551275463989
54,1,3.605551275463989
55,1,3.605551275463989
56,1,3.605551275463989
57,1,3.605551275463989
58,1,3.605551275463989
59,1,3.605551275463989
60,1,3.605551275463989
61,1,3.4641016151377544
62,1,3.4641016151377544
63,1,3.4641016151377544
64,1,3.4641016151377544
65,1,3.4641016151377544
66,1,3.4641016151377544
67,1,3.4641016151377544
68,1,3.4641016151377544
69,1,3.3166247903554
70,1,3.3166247903554
71,1,3.3166247903554
72,1,3.3166247903554
73,1,3.3166247903554
74,1,3.3166247903554
75,1,3.3166247903554
76,1,3.1622776601683795
77,1,3.1622776601683795
78,1,3.1622776601683795
79,1,3.1622776601683795
80,1,3.1622776601683795
81,1,3.1622776601683795
82,1,3.1622776601683795
83,1,3.0
84,1,3.0
85,1,3.0
86,1,3.0
87,1,3.0
88,1,3.0
89,1,3.0
90,1,3.0
91,1,3.0
92,1,3.0
93,1,3.0
94,1,3.0
95,1,3.0
96,1,3.0
97,1,3.0
98,1,3.0
99,1,3.0
100,1,3.0
101,1,2.8284271247461903
102,1,2.8284271247461903
103,1,2.8284271247461903
104,1,2.8284271247461903
105,1,2.8284271247461903
106,1,2.8284271247461903
107,1,2.8284271247461903
108,1,2.8284271247461903
109,1,2.8284271247461903
110,1,2.8284271247461903
111,1,2.8284271247461903
112,1,2.8284271247461903
113,1,2.8284271247461903
114,1,2.8284271247461903
115,1,2.8284271247461903
116,1,2.8284271247461903
117,1,2.8284271247461903
118,1,2.8284271247461903
119,1,2.8284271247461903
120,1,2.8284271247461903
121,1,2.8284271247461903
122,1,2.8284271247461903
123,1,2.8284271247461903
124,1,2.6457513110645907
125,1,2.6457513110645907
126,1,2.6457513110645907
127,1,2.6457513110645907
128,1,2.6457513110645907
129,1,2.6457513110645907
130,1,2.6457513110645907
131,1,2.6457513110645907
132,1,2.6457513110645907
133,1,2.6457513110645907
134,1,2.6457513110645907
135,1,2.6457513110645907
136,1,2.6457513110645907
137,1,2.6457513110645907
138,1,2.6457513110645907
139,1,2.6457513110645907
140,1,2.6457513110645907
141,1,2.6457513110645907
142,1,2.6457513110645907
143,1,2.6457513110645907
144,1,2.6457513110645907
145,1,2.6457513110645907
146,1,2.449489742783178
147,1,2.449489742783178
148,1,2.449489742783178
149,1,2.449489742783178
150,1,2.449489742783178
151,1,2.449489742783178
152,1,2.449489742783178
153,1,2.449489742783178
154,1,2.449489742783178
155,1,2.449489742783178
156,1,2.449489742783178
157,1,2.449489742783178
158,1,2.449489742783178
159,1,2.449489742783178
160,1,2.449489742783178
161,1,2.23606797749979
162,1,2.23606797749979
163,1,2.23606797749979
164,1,2.23606797749979
165,1,2.23606797749979
166,1,2.23606797749979
167,1,2.23606797749979
168,1,2.23606797749979
169,1,2.23606797749979
170,1,2.23606797749979
171,1,2.23606797749979
172,1,2.23606797749979
173,1,2.23606797749979
174,1,2.23606797749979
175,1,2.23606797749979
176,1,2.23606797749979
177,1,2.23606797749979
178,1,2.23606797749979
179,1,2.23606797749979
180,1,2.23606797749979
181,1,2.23606797749979
182,1,2.23606797749979
183,1,2.23606797749979
184,1,2.23606797749979
185,1,2.23606797749979
186,1,2.23606797749979
187,1,2.0
188,1,2.0
189,1,2.0
190,1,2.0
191,1,2.0
192,1,2.0
193,1,2.0
194,1,2.0
195,1,2.0
196,1,2.0
197,1,2.0
198,1,2.0
199,1,2.0
200,1,2.0
201,1,2.0
202,1,2.0
203,1,2.0
204,1,2.0
205,1,2.0
206,1,2.0
207,1,2.0
208,1,2.0
209,1,2.0
210,1,2.0
211,1,2.0
212,1,2.0
213,1,2.0
214,1,2.0
215,1,2.0
216,1,2.0
217,1,2.0
218,1,2.0
219,1,2.0
220,1,2.0
221,1,1.7320508075688772
222,1,1.7320508075688772
223,1,1.7320508075688772
224,1,1.7320508075688772
225,1,1.7320508075688772
226,1,1.7320508075688772
227,1,1.7320508075688772
228,1,1.7320508075688772
229,1,1.7320508075688772
230,1,1.7320508075688772
231,1,1.7320508075688772
232,1,1.7320508075688772
233,1,1.7320508075688772
234,1,1.7320508075688772
235,1,1.7320508075688772
236,1,1.7320508075688772
237,1,1.7320508075688772
238,1,1.7320508075688772
239,1,1.7320508075688772
240,1,1.7320508075688772
241,1,1.7320508075688772
242,1,1.7320508075688772
243,1,1.7320508075688772
244,1,1.7320508075688772
245,1,1.7320508075688772
246,1,1.7320508075688772
247,1,1.7320508075688772
248,1,1.7320508075688772
249,1,1.7320508075688772
250,1,1.7320508075688772
251,1,1.7320508075688772
252,1,1.7320508075688772
253,1,1.4142135623730951
254,1,1.4142135623730951
255,1,1.4142135623730951
256,1,1.4142135623730951
257,1,1.4142135623730951
258,1,1.4142135623730951
259,1,1.4142135623730951
260,1,1.4142135623730951
261,1,1.4142135623730951
262,1,1.4142135623730951
263,1,1.4142135623730951
264,1,1.4142135623730951
265,1,1.4142135623730951
266,1,1.4142135623730951
267,1,1.4142135623730951
268,1,1.4142135623730951
269,1,1.4142135623730951
270,1,1.4142135623730951
271,1,1.4142135623730951
272,1,1.4142135623730951
273,1,1.4142135623730951
274,1,1.4142135623730951
275,1,1.4142135623730951
276,1,1.4142135623730951
277,1,1.4142135623730951
278,1,1.4142135623730951
279,1,1.4142135623730951
280,1,1.4142135623730951
281,1,1.4142135623730951
282,1,1.4142135623730951
283,1,1.4142135623730951
284,1,1.4142135623730951
285,1,1.4142135623730951
286,1,1.4142135623730951
287,1,1.4142135623730951
288,1,1.4142135623730951
289,1,1.4142135623730951
290,1,1.4142135623730951
291,1,1.4142135623730951
292,1,1.4142135623730951
293,1,1.4142135623730951
294,1,1.4142135623730951
295,1,1.4142135623730951
296,1,1.4142135623730951
297,1,1.4142135623730951
298,1,1.4142135623730951
299,1,1.4142135623730951
300,1,1.4142135623730951
301,1,1.4142135623730951
302,1,1.4142135623730951
303,1,1.4142135623730951
304,1,1.4142135623730951
305,1,1.4142135623730951
306,1,1.4142135623730951
307,1,1.4142135623730951
308,1,1.4142135623730951
309,1,1.4142135623730951
310,1,1.4142135623730951
311,1,1.4142135623730951
312,1,1.4142135623730951
313,1,1.4142135623730951
314,1,1.4142135623730951
315,1,1.4142135623730951
316,1,1.4142135623730951
317,1,1.4142135623730951
318,1,1.4142135623730951
319,1,1.4142135623730951
320,1,1.4142135623730951
321,1,1.4142135623730951
322,1,1.4142135623730951
323,1,1.4142135623730951
324,1,1.4142135623730951
325,1,1.4142135623730951
326,1,1.4142135623730951
327,1,1.4142135623730951
328,1,1.4142135623730951
329,1,1.4142135623730951
330,1,1.4142135623730951
331,1,1.4142135623730951
332,1,1.4142135623730951
333,1,1.4142135623730951
334,1,1.4142135623730951
335,1,1.4142135623730951
336,1,1.4142135623730951
337,1,1.4142135623730951
338,1,1.4142135623730951
339,1,1.4142135623730951
340,1,1.4142135623730951
341,1,1.4142135623730951
342,1,1.4142135623730951
343,1,1.4142135623730951
344,1,1.4142135623730951
345,1,1.0
346,1,1.0
347,1,1.0
348,1,1.0
349,1,1.0
350,1,1.0
351,1,1.0
352,1,1.0
353,1,1.0
354,1,1.0
355,1,1.0
356,1,1.0
357,1,1.0
358,1,1.0
359,1,1.0
360,1,1.0
361,1,1.0
362,1,1.0
363,1,1.0
364,1,1.0
365,1,1.0
366,1,1.0
367,1,1.0
368,1,1.0
369,1,1.0
370,1,1.0
371,1,1.0
372,1,1.0
373,1,1.0
374,1,1.0
375,1,1.0
376,1,1.0
377,1,1.0
378,1,1.0
379,1,1.0
380,1,1.0
381,1,1.0
382,1,1.0
383,1,1.0
384,1,1.0
385,1,1.0
386,1,1.0
387,1,1.0
388,1,1.0
389,1,1.0
390,1,1.0
391,1,1.0
392,1,1.0
393,1,1.0
394,1,1.0
395,1,1.0
396,1,1.0
397,1,1.0
398,1,1.0
399,1,1.0
400,1,1.0
401,1,1.0
402,1,1.0
403,1,1.0
404,1,1.0
405,1,1.0
406,1,1.0
407,1,1.0
408,1,1.0
409,1,1.0
410,1,1.0
411,1,1.0
412,1,1.0
413,1,1.0
414,1,1.0
415,1,1.0
416,1,1.0
417,1,1.0
418,1,1.0
419,1,1.0
420,1,1.0
421,1,1.0
422,1,1.0
423,1,1.0
424,1,1.0
425,1,1.0
426,1,1.0
427,1,1.0
428,1,1.0
429,1,1.0
430,1,1.0
431,1,1.0
432,1,1.0
433,1,1.0
434,1,1.0
435,1,1.0
436,1,1.0
437,1,1.0
438,1,1.0
439,1,1.0
440,1,1.0
441,1,1.0
442,1,1.0
443,1,1.0
444,1,1.0
445,1,1.0
446,1,1.0
447,1,1.0
448,1,1.0
449,1,1.0
450,1,1.0
451,1,1.0
452,1,1.0
453,1,1.0
454,1,1.0
455,1,1.0
456,1,1.0
457,1,1.0
458,1,1.0
459,1,1.0
460,1,1.0
461,1,1.0
462,1,1.0
463,1,1.0
464,1,1.0
465,1,1.0
466,1,1.0
467,1,1.0
468,1,1.0
469,1,1.0
470,1,1.0
471,1,1.0
472,1,1.0
473,1,1.0
474,1,1.0
475,1,1.0
476,1,1.0
477,1,1.0
478,1,1.0
479,1,1.0
480,1,1.0
481,1,1.0
482,1,1.0
483,1,1.0
484,1,1.0
485,1,1.0
486,1,1.0
487,1,1.0
488,1,1.0
489,1,1.0
490,1,1.0
491,1,1.0
492,1,1.0
493,1,1.0
494,1,1.0
495,1,1.0
496,1,1.0
497,1,1.0
498,1,1.0
499,1,1.0
500,1,1.0
501,1,1.0
502,1,1.0
503,1,1.0
504,1,1.0
505,1,1.0
506,1,1.0
507,1,1.0
508,1,1.0
509,1,1.0
510,1,1.0
511,1,1.0
512,1,1.0
513,1,1.0
514,1,1.0
515,1,1.0
516,1,1.0
517,1,1.0
518,1,1.0
519,1,1.0
520,1,1.0
521,1,1.0
522,1,1.0
523,1,1.0
524,1,1.0
525,1,1.0
526,1,1.0
527,1,1.0
528,1,1.0
529,1,1.0
530,1,1.0
531,1,1.0
532,1,1.0
533,1,1.0
534,1,1.0
535,1,1.0
536,1,1.0
537,1,1.0
538,1,1.0
539,1,1.0
540,1,1.0
541,1,1.0
542,1,1.0
543,1,1.0
544,1,1.0
545,1,1.0
546,1,1.0
547,1,1.0
548,1,1.0
549,1,1.0
550,1,1.0
551,1,1.0
552,1,1.0
553,1,1.0
554,1,1.0
555,1,1.0
556,1,1.0
557,1,1.0
558,1,1.0
559,1,1.0
560,1,1.0
561,1,1.0
562,1,1.0
563,1,1.0
564,1,1.0
565,1,1.0
566,1,1.0
567,1,1.0
568,1,1.0
569,1,1.0
570,1,1.0
571,1,1.0
572,1,1.0
573,1,1.0
574,1,1.0
575,1,1.0
576,1,1.0
577,1,1.0
578,1,1.0
579,1,1.0
580,1,1.0
581,1,1.0
582,1,1.0
583,1,1.0
584,1,1.0
585,1,1.0
586,1,1.0
587,1,1.0
588,1,1.0
589,1,1.0
590,1,1.0
591,1,1.0
592,1,1.0
593,1,1.0
594,1,1.0
595,1,1.0
596,1,1.0
597,1,1.0
598,1,1.0
599,1,1.0
600,1,1.0
601,1,1.0
602,1,1.0
603,1,1.0
604,1,1.0
605,1,1.0
606,1,1.0
607,1,1.0
608,1,1.0
609,1,1.0
610,1,1.0
611,1,1.0
612,1,1.0
613,1,1.0
614,1,1.0
615,1,1.0
616,1,1.0
617,1,1.0
618,1,1.0
619,1,1.0
620,1,1.0
621,1,1.0
622,1,1.0
623,1,1.0
624,1,1.0
625,1,1.0
626,1,1.0
627,1,1.0
628,1,1.0
629,1,1.0
630,1,1.0
631,1,1.0
632,1,1.0
633,1,1.0
634,1,1.0
635,1,1.0
636,1,1.0
637,1,1.0
638,1,1.0
639,1,1.0
640,1,1.0
641,1,1.0
642,1,1.0
643,1,1.0
644,1,1.0
645,1,1.0
646,1,1.0
647,1,1.0
648,1,1.0
649,1,1.0
650,1,1.0
651,1,1.0
652,1,1.0
653,1,1.0
654,1,1.0
655,1,1.0
656,1,1.0
657,1,1.0
658,1,1.0
659,1,1.0
660,1,1.0
661,1,1.0
662,1,1.0
663,1,1.0
664,1,1.0
665,1,1.0
666,1,1.0
667,1,1.0
668,1,1.0
669,1,1.0
670,1,1.0
671,1,1.0
672,1,1.0
673,1,1.0
674,1,1.0
675,1,1.0
676,1,1.0
677,1,1.0
678,1,1.0
679,1,1.0
680,1,1.0
681,1,1.0
682,1,1.0
683,1,1.0
684,1,1.0
685,1,1.0
686,1,1.0
687,1,1.0
688,1,1.0
689,1,1.0
690,1,1.0
691,1,1.0
692,1,1.0
693,1,1.0
694,1,1.0
695,1,1.0
696,1,1.0
697,1,1.0
698,1,1.0
699,1,1.0
700,1,1.0
701,1,1.0
702,1,1.0
703,1,1.0
704,1,1.0
705,1,1.0
706,1,1.0
707,1,1.0
708,1,1.0
709,1,1.0
710,1,1.0
711,1,1.0
712,1,1.0
713,1,1.0
714,1,1.0
715,1,1.0
716,1,1.0
717,1,1.0
718,1,1.0
719,1,1.0
720,1,1.0
721,1,1.0
722,1,1.0
723,1,1.0
724,1,1.0
725,1,1.0
726,1,1.0
727,1,1.0
728,1,1.0
729,1,1.0
730,1,1.0
731,1,1.0
732,1,1.0
733,1,1.0
734,1,1.0
735,1,1.0
736,1,1.0
737,1,1.0
738,1,1.0
739,1,1.0
740,1,1.0
741,1,1.0
742,1,1.0
743,1,1.0
744,1,1.0
745,1,1.0
746,1,1.0
747,1,1.0
748,1,1.0
749,1,1.0
750,1,1.0
751,1,1.0
752,1,1.0
753,1,1.0
754,1,1.0
755,1,1.0
756,1,1.0
757,1,1.0
758,1,1.0
759,1,1.0
760,1,1.0
761,1,1.0
762,1,1.0
763,1,1.0
764,1,1.0
765,1,1.0
766,1,1.0
767,1,1.0
768,1,1.0
769,1,1.0
770,1,1.0
771,1,1.0
772,1,1.0
773,1,1.0
774,1,1.0
775,1,1.0
776,1,1.0
777,1,1.0
778,1,1.0
779,1,1.0
780,1,1.0
781,1,1.0
782,1,1.0
783,1,1.0
784,1,1.0
785,1,1.0
786,1,1.0
787,1,1.0
788,1,1.0
789,1,1.0
790,1,1.0
791,1,1.0
792,1,1.0
793,1,1.0
794,1,1.0
795,1,1.0
796,1,1.0
797,1,1.0
798,1,1.0
799,1,1.0
800,1,1.0
801,1,1.0
802,1,1.0
803,1,1.0
804,1,1.0
805,1,1.0
806,1,1.0
807,1,1.0
808,1,1.0
809,1,1.0
810,1,1.0
811,1,1.0
812,1,1.0
813,1,1.0
814,1,1.0
815,1,1.0
816,1,1.0
817,1,1.0
818,1,1.0
819,1,1.0
820,1,1.0
821,1,1.0
822,1,1.0
823,1,1.0
824,1,1.0
825,1,1.0
826,1,1.0
827,1,1.0
828,1,1.0
829,1,1.0
830,1,1.0
831,1,1.0
832,1,1.0
833,1,1.0
834,1,1.0
835,1,1.0
836,1,1.0
837,1,1.0
838,1,1.0
839,1,1.0
840,1,1.0
841,1,1.0
842,1,1.0
843,1,1.0
844,1,1.0
845,1,1.0
846,1,1.0
847,1,1.0
848,1,1.0
849,1,1.0
850,1,1.0
851,1,1.0
852,1,1.0
853,1,1.0
854,1,1.0
855,1,1.0
856,1,1.0
857,1,1.0
858,1,1.0
859,1,1.0
860,1,1.0
861,1,1.0
862,1,1.0
863,1,1.0
864,1,1.0
865,1,1.0
866,1,1.0
867,1,1.0
868,1,1.0
869,1,1.0
870,1,1.0
871,1,1.0
872,1,1.0
873,1,1.0
874,1,1.0
875,1,1.0
876,1,1.0
877,1,1.0
878,1,1.0
879,1,1.0
880,1,1.0
881,1,1.0
882,1,1.0
883,1,1.0
884,1,1.0
885,1,1.0
886,1,1.0
887,1,1.0
888,1,1.0
889,1,1.0
890,1,1.0
891,1,1.0
892,1,1.0
893,1,1.0
894,1,1.0
895,1,1.0
896,1,1.0
897,1,1.0
898,1,1.0
899,1,1.0
900,1,1.0
901,1,1.0
902,1,1.0
903,1,1.0
904,1,1.0
905,1,1.0
906,1,1.0
907,1,1.0
908,1,1.0
909,1,1.0
910,1,1.0
911,1,1.0
912,1,1.0
913,1,1.0
914,1,1.0
915,1,1.0
916,1,1.0
917,1,1.0
918,1,1.0
919,1,1.0
920,1,1.0
921,1,1.0
922,1,1.0
923,1,1.0
924,1,1.0
925,1,1.0
926,1,1.0
927,1,1.0
928,1,1.0
929,1,1.0
930,1,1.0
931,1,1.0
932,1,1.0
933,1,1.0
934,1,1.0
935,1,1.0
936,1,1.0
937,1,1.0
938,1,1.0
939,1,1.0
940,1,1.0
941,1,1.0
942,1,1.0
943,1,1.0
944,1,1.0
945,1,1.0
946,1,1.0
947,1,1.0
948,1,1.0
949,1,1.0
950,1,1.0
951,1,1.0
952,1,1.0
953,1,1.0
954,1,1.0
955,1,1.0
956,1,1.0
957,1,1.0
958,1,1.0
959,1,1.0
960,1,1.0
961,1,1.0
962,1,1.0
963,1,1.0
964,1,1.0
965,1,1.0
966,1,1.0
967,1,1.0
968,1,1.0
969,1,1.0
970,1,1.0
971,1,1.0
972,1,1.0
973,1,1.0
974,1,1.0
975,1,1.0
976,1,1.0
977,1,1.0
978,1,1.0
979,1,1.0
980,1,1.0
981,1,1.0
982,1,1.0
983,1,1.0
984,1,1.0
985,1,1.0
986,1,1.0
987,1,1.0
988,1,1.0
989,1,1.0
990,1,1.0
991,1,1.0
992,1,1.0
993,1,1.0
994,1,1.0
995,1,1.0
996,1,1.0
997,1,1.0
998,1,1.0
999,1,1.0
1000,1,1.0
1001,1,1.0
1002,1,1.0
1003,1,1.0
1004,1,1.0
1005,1,1.0
1006,1,1.0
1007,1,1.0
1008,1,1.0
1009,1,1.0
1010,1,1.0
1011,1,1.0
1012,1,1.0
1013,1,1.0
1014,1,1.0
1015,1,1.0
1016,1,1.0
1017,1,1.0
1018,1,1.0
1019,1,1.0
1020,1,1.0
1021,1,1.0
1022,1,1.0
1023,1,1.0
1024,1,1.0
1025,1,1.0
1026,1,1.0
1027,1,1.0
1028,1,1.0
1029,1,1.0
1030,1,1.0
1031,1,1.0
1032,1,1.0
1033,1,1.0
1034,1,1.0
1035,1,1.0
1036,1,1.0
1037,1,1.0
1038,1,1.0
1039,1,1.0
1040,1,1.0
1041,1,1.0
1042,1,1.0
1043,1,1.0
1044,1,1.0
1045,1,1.0
1046,1,1.0
1047,1,1.0
1048,1,1.0
1049,1,1.0
1050,1,1.0
1051,1,1.0
1052,1,1.0
1053,1,1.0
1054,1,1.0
1055,1,1.0
1056,1,1.0
1057,1,1.0
1058,1,1.0
1059,1,1.0
1060,1,1.0
1061,1,1.0
1062,1,1.0
1063,1,1.0
1064,1,1.0
1065,1,1.0
1066,1,1.0
1067,1,1.0
1068,1,1.0
1069,1,1.0
1070,1,1.0
1071,1,1.0
1072,1,1.0
1073,1,1.0
1074,1,1.0
1075,1,1.0
1076,1,1.0
1077,1,1.0
1078,1,1.0
1079,1,1.0
1080,1,1.0
1081,1,1.0
1082,1,1.0
1083,1,1.0
1084,1,1.0
1085,1,1.0
1086,1,1.0
1087,1,1.0
1088,1,1.0
1089,1,1.0
1090,1,1.0
1091,1,1.0
1092,1,1.0
1093,1,1.0
1094,1,1.0
1095,1,1.0
1096,1,1.0
1097,1,1.0
1098,1,1.0
1099,1,1.0
1100,1,1.0
1101,1,1.0
1102,1,1.0
1103,1,1.0
1104,1,1.0
1105,1,1.0
1106,1,1.0
1107,1,1.0
1108,1,1.0
1109,1,1.0
1110,1,1.0
1111,1,1.0
1112,1,1.0
1113,1,1.0
1114,1,1.0
1115,1,1.0
1116,1,1.0
1117,1,1.0
1118,1,1.0
1119,1,1.0
1120,1,1.0
1121,1,1.0
1122,1,1.0
1123,1,1.0
1124,1,1.0
1125,1,1.0
1126,1,1.0
1127,1,1.0
1128,1,1.0
1129,1,1.0
1130,1,1.0
1131,1,1.0
1132,1,1.0
1133,1,1.0
1134,1,1.0
1135,1,1.0
1136,1,1.0
1137,1,1.0
1138,1,1.0
1139,1,1.0
1140,1,1.0
1141,1,1.0
1142,1,1.0
1143,1,1.0
1144,1,1.0
1145,1,1.0
1146,1,1.0
1147,1,1.0
1148,1,1.0
1149,1,1.0
1150,1,1.0
1151,1,1.0
1152,1,1.0
1153,1,1.0
1154,1,1.0
1155,1,1.0
1156,1,1.0
1157,1,1.0
1158,1,1.0
1159,1,1.0
1160,1,1.0
1161,1,1.0
1162,1,1.0
1163,1,1.0
1164,1,1.0
1165,1,1.0
1166,1,1.0
1167,1,1.0
1168,1,1.0
1169,1,1.0
1170,1,1.0
1171,1,1.0
1172,1,1.0
1173,1,1.0
1174,1,1.0
1175,1,1.0
1176,1,1.0
1177,1,1.0
1178,1,1.0
1179,1,1.0
1180,1,1.0
1181,1,1.0
1182,1,1.0
1183,1,1.0
1184,1,1.0
1185,1,1.0
1186,1,1.0
1187,1,1.0
1188,1,1.0
1189,1,1.0
1190,1,1.0
1191,1,1.0
1192,1,1.0
1193,1,1.0
1194,1,1.0
1195,1,1.0
1196,1,1.0
1197,1,1.0
1198,1,1.0
1199,1,1.0
1200,1,1.0
1201,1,1.0
1202,1,1.0
1203,1,1.0
1204,1,1.0
1205,1,1.0
1206,1,1.0
1207,1,1.0
1208,1,1.0
1209,1,1.0
1210,1,1.0
1211,1,1.0
1212,1,1.0
1213,1,1.0
1214,1,1.0
1215,1,1.0
1216,1,1.0
1217,1,1.0
1218,1,1.0
1219,1,1.0
1220,1,1.0
1221,1,1.0
1222,1,1.0
1223,1,1.0
1224,1,1.0
1225,1,1.0
1226,1,1.0
1227,1,1.0
1228,1,1.0
1229,1,1.0
1230,1,1.0
1231,1,1.0
1232,1,1.0
1233,1,1.0
1234,1,1.0
1235,1,1.0
1236,1,1.0
1237,1,1.0
1238,1,1.0
1239,1,1.0
1240,1,1.0
1241,1,1.0
1242,1,1.0
1243,1,1.0
1244,1,1.0
1245,1,1.0
1246,1,1.0
1247,1,1.0
1248,1,1.0
1249,1,1.0
1250,1,1.0
1251,1,1.0
1252,1,1.0
1253,1,1.0
1254,1,1.0
1255,1,1.0
1256,1,1.0
1257,1,1.0
1258,1,1.0
1259,1,1.0
1260,1,1.0
1261,1,1.0
1262,1,1.0
1263,1,1.0
1264,1,1.0
1265,1,1.0
1266,1,1.0
1267,1,1.0
1268,1,1.0
1269,1,1.0
1270,1,1.0
1271,1,1.0
1272,1,1.0
